DATE       HOUR    Humedad
1/5/2019   10:40   34
1/5/2019   11:40   34
1/5/2019   12:40   70
1/5/2019   13:40   72
1/5/2019   14:40   72
1/5/2019   15:40   72
1/5/2019   16:40   72
1/5/2019   17:40   75
1/5/2019   18:40   78
1/5/2019   19:40   80
1/5/2019   20:40   75
1/5/2019   21:40   70
1/5/2019   22:40   60
1/5/2019   23:40   50
2/5/2019   0:40   40
2/5/2019   1:40   40
2/5/2019   2:40   40
2/5/2019   3:40   32
2/5/2019   4:40   32
2/5/2019   5:40   32
2/5/2019   6:40   33
2/5/2019   7:40   33
2/5/2019   8:40   33
2/5/2019   9:40   34
2/5/2019   10:40   34
2/5/2019   11:40   34
2/5/2019   12:40   70
2/5/2019   13:40   72
2/5/2019   14:40   72
2/5/2019   15:40   72
2/5/2019   16:40   72
2/5/2019   17:40   75
2/5/2019   18:40   78
2/5/2019   19:40   80
2/5/2019   20:40   75
2/5/2019   21:40   70
2/5/2019   22:40   60
2/5/2019   23:40   50
3/5/2019   0:40   40
3/5/2019   1:40   40
3/5/2019   2:40   40
3/5/2019   3:40   32
3/5/2019   4:40   32
3/5/2019   5:40   32
3/5/2019   6:40   33
3/5/2019   7:40   33
3/5/2019   8:40   33
3/5/2019   9:40   34
3/5/2019   10:40   34
3/5/2019   11:40   34
3/5/2019   12:40   70
3/5/2019   13:40   72
3/5/2019   14:40   72
3/5/2019   15:40   72
3/5/2019   16:40   72
3/5/2019   17:40   75
3/5/2019   18:40   78
3/5/2019   19:40   80
3/5/2019   20:40   75
3/5/2019   21:40   70
3/5/2019   22:40   60
3/5/2019   23:40   50
4/5/2019   0:40   40
4/5/2019   1:40   40
4/5/2019   2:40   40
4/5/2019   3:40   32
4/5/2019   4:40   32
4/5/2019   5:40   32
4/5/2019   6:40   33
4/5/2019   7:40   33
4/5/2019   8:40   33
4/5/2019   9:40   34
4/5/2019   10:40   34
4/5/2019   11:40   34
4/5/2019   12:40   70
4/5/2019   13:40   72
4/5/2019   14:40   72
4/5/2019   15:40   72
4/5/2019   16:40   72
4/5/2019   17:40   75
4/5/2019   18:40   78
4/5/2019   19:40   80
4/5/2019   20:40   75
4/5/2019   21:40   70
4/5/2019   22:40   60
4/5/2019   23:40   50
5/5/2019   0:40   40
5/5/2019   1:40   40
5/5/2019   2:40   40
5/5/2019   3:40   32
5/5/2019   4:40   32
5/5/2019   5:40   32
5/5/2019   6:40   33
5/5/2019   7:40   33
5/5/2019   8:40   33
5/5/2019   9:40   34
5/5/2019   10:40   34
5/5/2019   11:40   34
5/5/2019   12:40   70
5/5/2019   13:40   72
5/5/2019   14:40   72
5/5/2019   15:40   72
5/5/2019   16:40   72
5/5/2019   17:40   75
5/5/2019   18:40   78
5/5/2019   19:40   80
5/5/2019   20:40   75
5/5/2019   21:40   70
5/5/2019   22:40   60
5/5/2019   23:40   50
6/5/2019   0:40   40
6/5/2019   1:40   40
6/5/2019   2:40   40
6/5/2019   3:40   32
6/5/2019   4:40   32
6/5/2019   5:40   32
6/5/2019   6:40   33
6/5/2019   7:40   33
6/5/2019   8:40   33
6/5/2019   9:40   34
6/5/2019   10:40   34
6/5/2019   11:40   34
6/5/2019   12:40   70
6/5/2019   13:40   72
6/5/2019   14:40   72
6/5/2019   15:40   72
6/5/2019   16:40   72
6/5/2019   17:40   75
6/5/2019   18:40   78
6/5/2019   19:40   80
6/5/2019   20:40   75
6/5/2019   21:40   70
6/5/2019   22:40   60
6/5/2019   23:40   50
7/5/2019   0:40   40
7/5/2019   1:40   40
7/5/2019   2:40   40
7/5/2019   3:40   32
7/5/2019   4:40   32
7/5/2019   5:40   32
7/5/2019   6:40   33
7/5/2019   7:40   33
7/5/2019   8:40   33
7/5/2019   9:40   34
7/5/2019   10:40   34
7/5/2019   11:40   34
7/5/2019   12:40   70
7/5/2019   13:40   72
7/5/2019   14:40   72
7/5/2019   15:40   72
7/5/2019   16:40   72
7/5/2019   17:40   75
7/5/2019   18:40   78
1/5/2019   19:40   80
7/5/2019   20:40   75
7/5/2019   21:40   70
7/5/2019   22:40   60
7/5/2019   23:40   50
8/5/2019   0:40   40
8/5/2019   1:40   40
8/5/2019   2:40   40
8/5/2019   3:40   32
8/5/2019   4:40   32
8/5/2019   5:40   32
8/5/2019   6:40   33
8/5/2019   7:40   33
8/5/2019   8:40   33
8/5/2019   9:40   34
8/5/2019   10:40   34
8/5/2019   11:40   34
8/5/2019   12:40   70
8/5/2019   13:40   72
8/5/2019   14:40   72
8/5/2019   15:40   72
8/5/2019   16:40   72
8/5/2019   17:40   75
8/5/2019   18:40   78
8/5/2019   19:40   80
8/5/2019   20:40   75
8/5/2019   21:40   70
8/5/2019   22:40   60
8/5/2019   23:40   50
9/5/2019   0:40   40
9/5/2019   1:40   40
9/5/2019   2:40   40
9/5/2019   3:40   32
9/5/2019   4:40   32
9/5/2019   5:40   32
9/5/2019   6:40   33
9/5/2019   7:40   33
9/5/2019   8:40   33
9/5/2019   9:40   34
9/5/2019   10:40   34
9/5/2019   11:40   34
9/5/2019   12:40   70
9/5/2019   13:40   72
9/5/2019   14:40   72
9/5/2019   15:40   72
9/5/2019   16:40   72
9/5/2019   17:40   75
9/5/2019   18:40   78
9/5/2019   19:40   80
9/5/2019   20:40   75
9/5/2019   21:40   70
9/5/2019   22:40   60
9/5/2019   23:40   50
10/5/2019   0:40   40
10/5/2019   1:40   40
10/5/2019   2:40   40
10/5/2019   3:40   32
10/5/2019   4:40   32
10/5/2019   5:40   32
10/5/2019   6:40   33
10/5/2019   7:40   33
10/5/2019   8:40   33
10/5/2019   9:40   34
10/5/2019   10:40   34
10/5/2019   11:40   34
10/5/2019   12:40   70
10/5/2019   13:40   72
10/5/2019   14:40   72
10/5/2019   15:40   72
10/5/2019   16:40   72
10/5/2019   17:40   75
10/5/2019   18:40   78
10/5/2019   19:40   80
10/5/2019   20:40   75
10/5/2019   21:40   70
10/5/2019   22:40   60
10/5/2019   23:40   50
10/5/2019   0:40   40
11/5/2019   1:40   40
11/5/2019   2:40   40
11/5/2019   3:40   32
11/5/2019   4:40   32
11/5/2019   5:40   32
11/5/2019   6:40   33
11/5/2019   7:40   33
11/5/2019   8:40   33
11/5/2019   9:40   34
11/5/2019   10:40   34
11/5/2019   11:40   34
11/5/2019   12:40   70
11/5/2019   13:40   72
11/5/2019   14:40   72
11/5/2019   15:40   72
11/5/2019   16:40   72
11/5/2019   17:40   75
11/5/2019   18:40   78
11/5/2019   19:40   80
11/5/2019   20:40   75
11/5/2019   21:40   70
11/5/2019   22:40   60
11/5/2019   23:40   50
12/5/2019   0:40   40
12/5/2019   1:40   40
12/5/2019   2:40   40
12/5/2019   3:40   32
12/5/2019   4:40   32
12/5/2019   5:40   32
12/5/2019   6:40   33
12/5/2019   7:40   33
12/5/2019   8:40   33
12/5/2019   9:40   34
12/5/2019   10:40   34
12/5/2019   11:40   34
12/5/2019   12:40   70
12/5/2019   13:40   72
12/5/2019   14:40   72
12/5/2019   15:40   72
12/5/2019   16:40   72
12/5/2019   17:40   75
12/5/2019   18:40   78
12/5/2019   19:40   80
12/5/2019   20:40   75
12/5/2019   21:40   70
12/5/2019   22:40   60
12/5/2019   23:40   50
13/5/2019   0:40   40
13/5/2019   1:40   40
13/5/2019   2:40   40
13/5/2019   3:40   32
13/5/2019   4:40   32
13/5/2019   5:40   32
13/5/2019   6:40   33
13/5/2019   7:40   33
13/5/2019   8:40   33
13/5/2019   9:40   34
13/5/2019   10:40   34
13/5/2019   11:40   34
13/5/2019   12:40   70
13/5/2019   13:40   72
13/5/2019   14:40   72
13/5/2019   15:40   72
13/5/2019   16:40   72
13/5/2019   17:40   75
13/5/2019   18:40   78
13/5/2019   19:40   80
13/5/2019   20:40   75
13/5/2019   21:40   70
13/5/2019   22:40   60
13/5/2019   23:40   50
14/5/2019   0:40   40
14/5/2019   1:40   40
14/5/2019   2:40   40
14/5/2019   3:40   32
14/5/2019   4:40   32
14/5/2019   5:40   32
14/5/2019   6:40   33
14/5/2019   7:40   33
14/5/2019   8:40   33
14/5/2019   9:40   34
14/5/2019   10:40   34
14/5/2019   11:40   34
14/5/2019   12:40   70
14/5/2019   13:40   72
14/5/2019   14:40   72
14/5/2019   15:40   72
14/5/2019   16:40   72
14/5/2019   17:40   75
14/5/2019   18:40   78
14/5/2019   19:40   80
14/5/2019   20:40   75
14/5/2019   21:40   70
14/5/2019   22:40   60
14/5/2019   23:40   50
15/5/2019   0:40   40
15/5/2019   1:40   40
15/5/2019   2:40   40
15/5/2019   3:40   32
15/5/2019   4:40   32
15/5/2019   5:40   32
15/5/2019   6:40   33
15/5/2019   7:40   33
15/5/2019   8:40   33
15/5/2019   9:40   34
15/5/2019   10:40   34
15/5/2019   11:40   34
15/5/2019   12:40   70
15/5/2019   13:40   72
15/5/2019   14:40   72
15/5/2019   15:40   72
15/5/2019   16:40   72
15/5/2019   17:40   75
15/5/2019   18:40   78
15/5/2019   19:40   80
15/5/2019   20:40   75
15/5/2019   21:40   70
15/5/2019   22:40   60
15/5/2019   23:40   50
16/5/2019   0:40   40
16/5/2019   1:40   40
16/5/2019   2:40   40
16/5/2019   3:40   32
16/5/2019   4:40   32
16/5/2019   5:40   32
16/5/2019   6:40   33
16/5/2019   7:40   33
