DATE       HOUR    Temperatura
30/4/2019   15:20   10
30/4/2019   16:20   15
30/4/2019   17:20   20
30/4/2019   18:20   25
30/4/2019   19:20   20
30/4/2019   20:20   15
30/4/2019   21:20   10
30/4/2019   22:20   5
30/4/2019   23:20   0
30/4/2019   0:20   5
1/5/2019   0:20   5
1/5/2019   1:20   10
1/5/2019   2:20   15
1/5/2019   3:20   20
1/5/2019   4:20   25
1/5/2019   5:20   20
1/5/2019   6:20   15
1/5/2019   7:20   10
1/5/2019   8:20   5
1/5/2019   9:20   0
1/5/2019   10:20   -5
1/5/2019   11:20   -10
1/5/2019   12:20   -5
1/5/2019   13:20   0
1/5/2019   14:20   5
1/5/2019   15:20   10
1/5/2019   16:20   15
1/5/2019   17:20   20
1/5/2019   18:20   25
1/5/2019   19:20   20
1/5/2019   20:20   15
1/5/2019   21:20   10
1/5/2019   22:20   5
1/5/2019   23:20   0
2/5/2019   0:20   5
2/5/2019   1:20   10
2/5/2019   2:20   15
2/5/2019   3:20   20
2/5/2019   4:20   25
2/5/2019   5:20   20
2/5/2019   6:20   15
2/5/2019   7:20   10
2/5/2019   8:20   5
2/5/2019   9:20   0
2/5/2019   10:20   -5
2/5/2019   11:20   -10
2/5/2019   12:20   -5
2/5/2019   13:20   0
2/5/2019   14:20   5
2/5/2019   15:20   10
2/5/2019   16:20   15
2/5/2019   17:20   20
2/5/2019   18:20   25
2/5/2019   19:20   20
2/5/2019   20:20   15
2/5/2019   21:20   10
2/5/2019   22:20   5
2/5/2019   23:20   0
3/5/2019   0:20   5
3/5/2019   1:20   10
3/5/2019   2:20   15
3/5/2019   3:20   20
3/5/2019   4:20   25
3/5/2019   5:20   20
3/5/2019   6:20   15
3/5/2019   7:20   10
3/5/2019   8:20   5
3/5/2019   9:20   0
3/5/2019   10:20   -5
3/5/2019   11:20   -10
3/5/2019   12:20   -5
3/5/2019   13:20   0
3/5/2019   14:20   5
3/5/2019   15:20   10
3/5/2019   16:20   15
3/5/2019   17:20   20
3/5/2019   18:20   25
3/5/2019   19:20   20
3/5/2019   20:20   15
3/5/2019   21:20   10
3/5/2019   22:20   5
3/5/2019   23:20   0
4/5/2019   0:20   5
4/5/2019   1:20   10
4/5/2019   2:20   15
4/5/2019   3:20   20
4/5/2019   4:20   25
4/5/2019   5:20   20
4/5/2019   6:20   15
4/5/2019   7:20   10
4/5/2019   8:20   5
4/5/2019   9:20   0
4/5/2019   10:20   -5
4/5/2019   11:20   -10
4/5/2019   12:20   -5
4/5/2019   13:20   0
4/5/2019   14:20   5
4/5/2019   15:20   10
4/5/2019   16:20   15
4/5/2019   17:20   20
4/5/2019   18:20   25
4/5/2019   19:20   20
4/5/2019   20:20   15
4/5/2019   21:20   10
4/5/2019   22:20   5
4/5/2019   23:20   0
5/5/2019   0:20   5
5/5/2019   1:20   10
5/5/2019   2:20   15
5/5/2019   3:20   20
5/5/2019   4:20   25
5/5/2019   5:20   20
5/5/2019   6:20   15
5/5/2019   7:20   10
5/5/2019   8:20   5
5/5/2019   9:20   0
5/5/2019   10:20   -5
5/5/2019   11:20   -10
5/5/2019   12:20   -5
5/5/2019   13:20   0
5/5/2019   14:20   5
5/5/2019   15:20   10
5/5/2019   16:20   15
5/5/2019   17:20   20
5/5/2019   18:20   25
5/5/2019   19:20   20
5/5/2019   20:20   15
5/5/2019   21:20   10
5/5/2019   22:20   5
5/5/2019   23:20   0
6/5/2019   0:20   5
6/5/2019   1:20   10
6/5/2019   2:20   15
6/5/2019   3:20   20
6/5/2019   4:20   25
6/5/2019   5:20   20
6/5/2019   6:20   15
6/5/2019   7:20   10
6/5/2019   8:20   5
6/5/2019   9:20   0
6/5/2019   10:20   -5
6/5/2019   11:20   -10
6/5/2019   12:20   -5
6/5/2019   13:20   0
6/5/2019   14:20   5
6/5/2019   15:20   10
6/5/2019   16:20   15
6/5/2019   17:20   20
6/5/2019   18:20   25
6/5/2019   19:20   20
6/5/2019   20:20   15
6/5/2019   21:20   10
6/5/2019   22:20   5
6/5/2019   23:20   0
7/5/2019   0:20   5
7/5/2019   1:20   10
7/5/2019   2:20   15
7/5/2019   3:20   20
7/5/2019   4:20   25
7/5/2019   5:20   20
7/5/2019   6:20   15
7/5/2019   7:20   10
7/5/2019   8:20   5
7/5/2019   9:20   0
7/5/2019   10:20   -5
7/5/2019   11:20   -10
7/5/2019   12:20   -5
7/5/2019   13:20   0
7/5/2019   14:20   5
7/5/2019   15:20   10
7/5/2019   16:20   15
7/5/2019   17:20   20
7/5/2019   18:20   25
1/5/2019   19:20   20
7/5/2019   20:20   15
7/5/2019   21:20   10
7/5/2019   22:20   5
7/5/2019   23:20   0
8/5/2019   0:20   5
8/5/2019   1:20   10
8/5/2019   2:20   15
8/5/2019   3:20   20
8/5/2019   4:20   25
8/5/2019   5:20   20
8/5/2019   6:20   15
8/5/2019   7:20   10
8/5/2019   8:20   5
8/5/2019   9:20   0
8/5/2019   10:20   -5
8/5/2019   11:20   -10
8/5/2019   12:20   -5
8/5/2019   13:20   0
8/5/2019   14:20   5
8/5/2019   15:20   10
8/5/2019   16:20   15
8/5/2019   17:20   20
8/5/2019   18:20   25
8/5/2019   19:20   20
8/5/2019   20:20   15
8/5/2019   21:20   10
8/5/2019   22:20   5
8/5/2019   23:20   0
9/5/2019   0:20   5
9/5/2019   1:20   10
9/5/2019   2:20   15
9/5/2019   3:20   20
9/5/2019   4:20   25
9/5/2019   5:20   20
9/5/2019   6:20   15
9/5/2019   7:20   10
9/5/2019   8:20   5
9/5/2019   9:20   0
9/5/2019   10:20   -5
9/5/2019   11:20   -10
9/5/2019   12:20   -5
9/5/2019   13:20   0
9/5/2019   14:20   5
9/5/2019   15:20   10
9/5/2019   16:20   15
9/5/2019   17:20   20
9/5/2019   18:20   25
9/5/2019   19:20   20
9/5/2019   20:20   15
9/5/2019   21:20   10
9/5/2019   22:20   5
9/5/2019   23:20   0
10/5/2019   0:20   5
10/5/2019   1:20   10
10/5/2019   2:20   15
10/5/2019   3:20   20
10/5/2019   4:20   25
10/5/2019   5:20   20
10/5/2019   6:20   15
10/5/2019   7:20   10
10/5/2019   8:20   5
10/5/2019   9:20   0
10/5/2019   10:20   -5
10/5/2019   11:20   -10
10/5/2019   12:20   -5
10/5/2019   13:20   0
10/5/2019   14:20   5
10/5/2019   15:20   10
10/5/2019   16:20   15
10/5/2019   17:20   20
10/5/2019   18:20   25
10/5/2019   19:20   20
10/5/2019   20:20   15
10/5/2019   21:20   10
10/5/2019   22:20   5
10/5/2019   23:20   0
10/5/2019   0:20   5
11/5/2019   1:20   10
11/5/2019   2:20   15
11/5/2019   3:20   20
11/5/2019   4:20   25
11/5/2019   5:20   20
11/5/2019   6:20   15
11/5/2019   7:20   10
11/5/2019   8:20   5
11/5/2019   9:20   0
11/5/2019   10:20   -5
11/5/2019   11:20   -10
11/5/2019   12:20   -5
11/5/2019   13:20   0
11/5/2019   14:20   5
11/5/2019   15:20   10
11/5/2019   16:20   15
11/5/2019   17:20   20
11/5/2019   18:20   25
11/5/2019   19:20   20
11/5/2019   20:20   15
11/5/2019   21:20   10
11/5/2019   22:20   5
11/5/2019   23:20   0
12/5/2019   0:20   5
12/5/2019   1:20   10
12/5/2019   2:20   15
12/5/2019   3:20   20
12/5/2019   4:20   25
12/5/2019   5:20   20
12/5/2019   6:20   15
12/5/2019   7:20   10
12/5/2019   8:20   5
12/5/2019   9:20   0
12/5/2019   10:20   -5
12/5/2019   11:20   -10
12/5/2019   12:20   -5
12/5/2019   13:20   0
12/5/2019   14:20   5
12/5/2019   15:20   10
12/5/2019   16:20   15
12/5/2019   17:20   20
12/5/2019   18:20   25
12/5/2019   19:20   20
12/5/2019   20:20   15
12/5/2019   21:20   10
12/5/2019   22:20   5
12/5/2019   23:20   0
13/5/2019   0:20   5
13/5/2019   1:20   10
13/5/2019   2:20   15
13/5/2019   3:20   20
13/5/2019   4:20   25
13/5/2019   5:20   20
13/5/2019   6:20   15
13/5/2019   7:20   10
13/5/2019   8:20   5
13/5/2019   9:20   0
13/5/2019   10:20   -5
13/5/2019   11:20   -10
13/5/2019   12:20   -5
13/5/2019   13:20   0
13/5/2019   14:20   5
13/5/2019   15:20   10
13/5/2019   16:20   15
13/5/2019   17:20   20
13/5/2019   18:20   25
13/5/2019   19:20   20
13/5/2019   20:20   15
13/5/2019   21:20   10
13/5/2019   22:20   5
13/5/2019   23:20   0
14/5/2019   0:20   5
14/5/2019   1:20   10
14/5/2019   2:20   15
14/5/2019   3:20   20
14/5/2019   4:20   25
14/5/2019   5:20   20
14/5/2019   6:20   15
14/5/2019   7:20   10
14/5/2019   8:20   5
14/5/2019   9:20   0
14/5/2019   10:20   -5
14/5/2019   11:20   -10
14/5/2019   12:20   -5
14/5/2019   13:20   0
14/5/2019   14:20   5
14/5/2019   15:20   10
14/5/2019   16:20   15
14/5/2019   17:20   20
14/5/2019   18:20   25
14/5/2019   19:20   20
14/5/2019   20:20   15
14/5/2019   21:20   10
14/5/2019   22:20   5
14/5/2019   23:20   0
15/5/2019   0:20   5
15/5/2019   1:20   10
15/5/2019   2:20   15
15/5/2019   3:20   20
15/5/2019   4:20   25
15/5/2019   5:20   20
15/5/2019   6:20   15
15/5/2019   7:20   10
15/5/2019   8:20   5
15/5/2019   9:20   0
15/5/2019   10:20   -5
15/5/2019   11:20   -10
15/5/2019   12:20   -5
15/5/2019   13:20   0
15/5/2019   14:20   5
15/5/2019   15:20   10
15/5/2019   16:20   15
15/5/2019   17:20   20
15/5/2019   18:20   25
15/5/2019   19:20   20
15/5/2019   20:20   15
15/5/2019   21:20   10
15/5/2019   22:20   5
15/5/2019   23:20   0
16/5/2019   0:20   5
16/5/2019   1:20   10
16/5/2019   2:20   15
16/5/2019   3:20   20
16/5/2019   4:20   25
16/5/2019   5:20   20
16/5/2019   6:20   15
16/5/2019   7:20   10
16/5/2019   8:20   5
7/5/2019   19:20   0.0
7/5/2019   20:20   0.0
7/5/2019   20:20   0.0
